zip,city,state_id,state_name,county_fips,county_name,county_names_all,county_fips_all
14075,Hamburg,NY,New York,36029,Erie,Erie,36029
14085,Lake View,NY,New York,36029,Erie,Erie,36029
14086,Lancaster,NY,New York,36029,Erie,Erie,36029
14092,Lewiston,NY,New York,36063,Niagara,Niagara,36063
14094,Lockport,NY,New York,36063,Niagara,Niagara,36063
14103,Medina,NY,New York,36073,Orleans,Orleans,36073
14105,Middleport,NY,New York,36063,Niagara,Niagara|Orleans|Genesee,36063|36073|36037
14108,Newfane,NY,New York,36063,Niagara,Niagara,36063
14120,North Tonawanda,NY,New York,36063,Niagara,Niagara,36063
14127,Orchard Park,NY,New York,36029,Erie,Erie,36029
14131,Ransomville,NY,New York,36063,Niagara,Niagara,36063
14132,Sanborn,NY,New York,36063,Niagara,Niagara,36063
14136,Silver Creek,NY,New York,36013,Chautauqua,Chautauqua,36013
14141,Springville,NY,New York,36029,Erie,Erie|Cattaraugus,36029|36009
14150,Tonawanda,NY,New York,36029,Erie,Erie,36029
14174,Youngstown,NY,New York,36063,Niagara,Niagara,36063
14201,Buffalo,NY,New York,36029,Erie,Erie,36029
14204,Buffalo,NY,New York,36029,Erie,Erie,36029
14206,Buffalo,NY,New York,36029,Erie,Erie,36029
14207,Buffalo,NY,New York,36029,Erie,Erie,36029
14208,Buffalo,NY,New York,36029,Erie,Erie,36029
14209,Buffalo,NY,New York,36029,Erie,Erie,36029
14210,Buffalo,NY,New York,36029,Erie,Erie,36029
14211,Buffalo,NY,New York,36029,Erie,Erie,36029
14212,Buffalo,NY,New York,36029,Erie,Erie,36029
14213,Buffalo,NY,New York,36029,Erie,Erie,36029
14214,Buffalo,NY,New York,36029,Erie,Erie,36029
14215,Buffalo,NY,New York,36029,Erie,Erie,36029
14216,Buffalo,NY,New York,36029,Erie,Erie,36029
14217,Buffalo,NY,New York,36029,Erie,Erie,36029
14218,Buffalo,NY,New York,36029,Erie,Erie,36029
14219,Buffalo,NY,New York,36029,Erie,Erie,36029
14220,Buffalo,NY,New York,36029,Erie,Erie,36029
14221,Buffalo,NY,New York,36029,Erie,Erie,36029
14222,Buffalo,NY,New York,36029,Erie,Erie,36029
14223,Buffalo,NY,New York,36029,Erie,Erie,36029
14224,Buffalo,NY,New York,36029,Erie,Erie,36029
14225,Buffalo,NY,New York,36029,Erie,Erie,36029
14226,Buffalo,NY,New York,36029,Erie,Erie,36029
14227,Buffalo,NY,New York,36029,Erie,Erie,36029
14228,Buffalo,NY,New York,36029,Erie,Erie,36029
14301,Niagara Falls,NY,New York,36063,Niagara,Niagara,36063
14303,Niagara Falls,NY,New York,36063,Niagara,Niagara,36063
14304,Niagara Falls,NY,New York,36063,Niagara,Niagara,36063
14305,Niagara Falls,NY,New York,36063,Niagara,Niagara,36063
14411,Albion,NY,New York,36073,Orleans,Orleans,36073
14414,Avon,NY,New York,36051,Livingston,Livingston|Monroe,36051|36055
14420,Brockport,NY,New York,36055,Monroe,Monroe|Orleans,36055|36073
14424,Canandaigua,NY,New York,36069,Ontario,Ontario,36069
14425,Farmington,NY,New York,36069,Ontario,Ontario,36069
14428,Churchville,NY,New York,36055,Monroe,Monroe,36055
14432,Clifton Springs,NY,New York,36069,Ontario,Ontario,36069
14437,Dansville,NY,New York,36051,Livingston,Livingston|Steuben|Allegany,36051|36101|36003
14445,East Rochester,NY,New York,36055,Monroe,Monroe,36055
14450,Fairport,NY,New York,36055,Monroe,Monroe|Wayne,36055|36117
14454,Geneseo,NY,New York,36051,Livingston,Livingston,36051
14456,Geneva,NY,New York,36069,Ontario,Ontario|Seneca|Yates,36069|36099|36123
14464,Hamlin,NY,New York,36055,Monroe,Monroe|Orleans,36055|36073
14467,Henrietta,NY,New York,36055,Monroe,Monroe,36055
14468,Hilton,NY,New York,36055,Monroe,Monroe,36055
14469,Bloomfield,NY,New York,36069,Ontario,Ontario,36069
14470,Holley,NY,New York,36073,Orleans,Orleans|Monroe,36073|36055
14472,Honeoye Falls,NY,New York,36055,Monroe,Monroe|Livingston|Ontario,36055|36051|36069
14482,Le Roy,NY,New York,36037,Genesee,Genesee|Livingston|Monroe,36037|36051|36055
14487,Livonia,NY,New York,36051,Livingston,Livingston|Ontario,36051|36069
14489,Lyons,NY,New York,36117,Wayne,Wayne|Ontario|Seneca,36117|36069|36099
14502,Macedon,NY,New York,36117,Wayne,Wayne|Monroe,36117|36055
14505,Marion,NY,New York,36117,Wayne,Wayne,36117
14513,Newark,NY,New York,36117,Wayne,Wayne|Ontario,36117|36069
14514,North Chili,NY,New York,36055,Monroe,Monroe,36055
14519,Ontario,NY,New York,36117,Wayne,Wayne|Monroe,36117|36055
14522,Palmyra,NY,New York,36117,Wayne,Wayne|Ontario,36117|36069
14526,Penfield,NY,New York,36055,Monroe,Monroe,36055
14527,Penn Yan,NY,New York,36123,Yates,Yates,36123
14530,Perry,NY,New York,36121,Wyoming,Wyoming|Livingston,36121|36051
14534,Pittsford,NY,New York,36055,Monroe,Monroe|Ontario,36055|36069
14551,Sodus,NY,New York,36117,Wayne,Wayne,36117
14559,Spencerport,NY,New York,36055,Monroe,Monroe,36055
14564,Victor,NY,New York,36069,Ontario,Ontario|Monroe,36069|36055
14568,Walworth,NY,New York,36117,Wayne,Wayne,36117
14569,Warsaw,NY,New York,36121,Wyoming,Wyoming,36121
14580,Webster,NY,New York,36055,Monroe,Monroe|Wayne,36055|36117
14586,West Henrietta,NY,New York,36055,Monroe,Monroe,36055
14589,Williamson,NY,New York,36117,Wayne,Wayne,36117
14590,Wolcott,NY,New York,36117,Wayne,Wayne,36117
14605,Rochester,NY,New York,36055,Monroe,Monroe,36055
14606,Rochester,NY,New York,36055,Monroe,Monroe,36055
14607,Rochester,NY,New York,36055,Monroe,Monroe,36055
14608,Rochester,NY,New York,36055,Monroe,Monroe,36055
14609,Rochester,NY,New York,36055,Monroe,Monroe,36055
14610,Rochester,NY,New York,36055,Monroe,Monroe,36055
14611,Rochester,NY,New York,36055,Monroe,Monroe,36055
14612,Rochester,NY,New York,36055,Monroe,Monroe,36055
14613,Rochester,NY,New York,36055,Monroe,Monroe,36055
14615,Rochester,NY,New York,36055,Monroe,Monroe,36055
14616,Rochester,NY,New York,36055,Monroe,Monroe,36055
14617,Rochester,NY,New York,36055,Monroe,Monroe,36055
14618,Rochester,NY,New York,36055,Monroe,Monroe,36055
14619,Rochester,NY,New York,36055,Monroe,Monroe,36055
14620,Rochester,NY,New York,36055,Monroe,Monroe,36055
14621,Rochester,NY,New York,36055,Monroe,Monroe,36055
14622,Rochester,NY,New York,36055,Monroe,Monroe,36055
14623,Rochester,NY,New York,36055,Monroe,Monroe,36055
14624,Rochester,NY,New York,36055,Monroe,Monroe,36055
14625,Rochester,NY,New York,36055,Monroe,Monroe,36055
14626,Rochester,NY,New York,36055,Monroe,Monroe,36055
14701,Jamestown,NY,New York,36013,Chautauqua,Chautauqua,36013
14706,Allegany,NY,New York,36009,Cattaraugus,Cattaraugus,36009
14760,Olean,NY,New York,36009,Cattaraugus,Cattaraugus,36009
14779,Salamanca,NY,New York,36009,Cattaraugus,Cattaraugus,36009
14801,Addison,NY,New York,36101,Steuben,Steuben,36101
14810,Bath,NY,New York,36101,Steuben,Steuben,36101
14830,Corning,NY,New York,36101,Steuben,Steuben|Chemung,36101|36015
14837,Dundee,NY,New York,36123,Yates,Yates|Schuyler|Steuben,36123|36097|36101
14843,Hornell,NY,New York,36101,Steuben,Steuben|Allegany,36101|36003
14845,Horseheads,NY,New York,36015,Chemung,Chemung,36015
14850,Ithaca,NY,New York,36109,Tompkins,Tompkins,36109
14867,Newfield,NY,New York,36109,Tompkins,Tompkins|Chemung,36109|36015
14870,Painted Post,NY,New York,36101,Steuben,Steuben|Schuyler,36101|36097
14886,Trumansburg,NY,New York,36109,Tompkins,Tompkins|Schuyler|Seneca,36109|36097|36099
14892,Waverly,NY,New York,36107,Tioga,Tioga|Chemung,36107|36015
14895,Wellsville,NY,New York,36003,Allegany,Allegany,36003
14901,Elmira,NY,New York,36015,Chemung,Chemung,36015
14903,Elmira,NY,New York,36015,Chemung,Chemung,36015
14904,Elmira,NY,New York,36015,Chemung,Chemung,36015
14905,Elmira,NY,New York,36015,Chemung,Chemung,36015
15001,Aliquippa,PA,Pennsylvania,42007,Beaver,Beaver,42007
15003,Ambridge,PA,Pennsylvania,42007,Beaver,Beaver|Allegheny,42007|42003
15005,Baden,PA,Pennsylvania,42007,Beaver,Beaver|Allegheny,42007|42003
15009,Beaver,PA,Pennsylvania,42007,Beaver,Beaver,42007
15010,Beaver Falls,PA,Pennsylvania,42007,Beaver,Beaver,42007
15012,Belle Vernon,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Fayette|Washington,42129|42051|42125
15017,Bridgeville,PA,Pennsylvania,42003,Allegheny,Allegheny|Washington,42003|42125
15021,Burgettstown,PA,Pennsylvania,42125,Washington,Washington|Beaver,42125|42007
15022,Charleroi,PA,Pennsylvania,42125,Washington,Washington,42125
15024,Cheswick,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15025,Clairton,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15037,Elizabeth,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15042,Freedom,PA,Pennsylvania,42007,Beaver,Beaver,42007
15044,Gibsonia,PA,Pennsylvania,42003,Allegheny,Allegheny|Butler,42003|42019
15057,McDonald,PA,Pennsylvania,42125,Washington,Washington|Allegheny,42125|42003
15061,Monaca,PA,Pennsylvania,42007,Beaver,Beaver,42007
15062,Monessen,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Washington,42129|42125
15063,Monongahela,PA,Pennsylvania,42125,Washington,Washington|Allegheny,42125|42003
15065,Natrona Heights,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15066,New Brighton,PA,Pennsylvania,42007,Beaver,Beaver,42007
15068,New Kensington,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Allegheny,42129|42003
15071,Oakdale,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15074,Rochester,PA,Pennsylvania,42007,Beaver,Beaver,42007
15084,Tarentum,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15085,Trafford,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Allegheny,42129|42003
15089,West Newton,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Allegheny,42129|42003
15090,Wexford,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15101,Allison Park,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15102,Bethel Park,PA,Pennsylvania,42003,Allegheny,Allegheny|Washington,42003|42125
15104,Braddock,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15106,Carnegie,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15108,Coraopolis,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15110,Duquesne,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15116,Glenshaw,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15120,Homestead,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15122,West Mifflin,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15126,Imperial,PA,Pennsylvania,42003,Allegheny,Allegheny|Washington,42003|42125
15129,South Park,PA,Pennsylvania,42003,Allegheny,Allegheny|Washington,42003|42125
15131,Mckeesport,PA,Pennsylvania,42003,Allegheny,Allegheny|Westmoreland,42003|42129
15132,Mckeesport,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15133,Mckeesport,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15136,McKees Rocks,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15137,North Versailles,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15139,Oakmont,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15143,Sewickley,PA,Pennsylvania,42003,Allegheny,Allegheny|Beaver,42003|42007
15145,Turtle Creek,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15146,Monroeville,PA,Pennsylvania,42003,Allegheny,Allegheny|Westmoreland,42003|42129
15147,Verona,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15201,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15202,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15203,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15204,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15205,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15206,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15207,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15208,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15209,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15210,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15211,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15212,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15213,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15214,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15215,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15216,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15217,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15218,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15219,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15220,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15221,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15222,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15223,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15224,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15226,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15227,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15228,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15229,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15232,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15234,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15235,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15236,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15237,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15238,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15239,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15241,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny|Washington,42003|42125
15243,Pittsburgh,PA,Pennsylvania,42003,Allegheny,Allegheny,42003
15301,Washington,PA,Pennsylvania,42125,Washington,Washington,42125
15317,Canonsburg,PA,Pennsylvania,42125,Washington,Washington,42125
15330,Eighty Four,PA,Pennsylvania,42125,Washington,Washington,42125
15332,Finleyville,PA,Pennsylvania,42125,Washington,Washington|Allegheny,42125|42003
15342,Houston,PA,Pennsylvania,42125,Washington,Washington,42125
15367,Venetia,PA,Pennsylvania,42125,Washington,Washington,42125
15370,Waynesburg,PA,Pennsylvania,42059,Greene,Greene,42059
15401,Uniontown,PA,Pennsylvania,42051,Fayette,Fayette,42051
15417,Brownsville,PA,Pennsylvania,42125,Washington,Washington|Fayette,42125|42051
15425,Connellsville,PA,Pennsylvania,42051,Fayette,Fayette,42051
15478,Smithfield,PA,Pennsylvania,42051,Fayette,Fayette,42051
15501,Somerset,PA,Pennsylvania,42111,Somerset,Somerset|Westmoreland,42111|42129
15522,Bedford,PA,Pennsylvania,42009,Bedford,Bedford,42009
15530,Berlin,PA,Pennsylvania,42111,Somerset,Somerset,42111
15537,Everett,PA,Pennsylvania,42009,Bedford,Bedford,42009
15552,Meyersdale,PA,Pennsylvania,42111,Somerset,Somerset,42111
15601,Greensburg,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15613,Apollo,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Armstrong,42129|42005
15626,Delmont,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15627,Derry,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15632,Export,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15642,Irwin,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Allegheny,42129|42003
15644,Jeannette,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15650,Latrobe,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15656,Leechburg,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Armstrong,42129|42005
15658,Ligonier,PA,Pennsylvania,42129,Westmoreland,Westmoreland,42129
15666,Mount Pleasant,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Fayette,42129|42051
15668,Murrysville,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Allegheny,42129|42003
15683,Scottdale,PA,Pennsylvania,42129,Westmoreland,Westmoreland|Fayette,42129|42051
15690,Vandergrift,PA,Pennsylvania,42005,Armstrong,Armstrong|Westmoreland,42005|42129
15701,Indiana,PA,Pennsylvania,42063,Indiana,Indiana,42063
15714,Northern Cambria,PA,Pennsylvania,42021,Cambria,Cambria|Indiana,42021|42063
15717,Blairsville,PA,Pennsylvania,42063,Indiana,Indiana|Westmoreland,42063|42129
15748,Homer City,PA,Pennsylvania,42063,Indiana,Indiana,42063
15767,Punxsutawney,PA,Pennsylvania,42065,Jefferson,Jefferson|Indiana|Clearfield,42065|42063|42033
15801,Du Bois,PA,Pennsylvania,42033,Clearfield,Clearfield|Jefferson,42033|42065
15824,Brockway,PA,Pennsylvania,42065,Jefferson,Jefferson|Clearfield,42065|42033
15825,Brookville,PA,Pennsylvania,42065,Jefferson,Jefferson,42065
15851,Reynoldsville,PA,Pennsylvania,42065,Jefferson,Jefferson,42065
15853,Ridgway,PA,Pennsylvania,42047,Elk,Elk|Jefferson,42047|42065
15857,Saint Marys,PA,Pennsylvania,42047,Elk,Elk,42047
15902,Johnstown,PA,Pennsylvania,42021,Cambria,Cambria,42021
15904,Johnstown,PA,Pennsylvania,42021,Cambria,Cambria|Somerset,42021|42111
15905,Johnstown,PA,Pennsylvania,42021,Cambria,Cambria|Somerset,42021|42111
15906,Johnstown,PA,Pennsylvania,42021,Cambria,Cambria,42021
15931,Ebensburg,PA,Pennsylvania,42021,Cambria,Cambria,42021
15946,Portage,PA,Pennsylvania,42021,Cambria,Cambria|Blair|Bedford,42021|42013|42009
15963,Windber,PA,Pennsylvania,42111,Somerset,Somerset|Cambria,42111|42021
16001,Butler,PA,Pennsylvania,42019,Butler,Butler,42019
16002,Butler,PA,Pennsylvania,42019,Butler,Butler,42019
16033,Evans City,PA,Pennsylvania,42019,Butler,Butler,42019
16037,Harmony,PA,Pennsylvania,42019,Butler,Butler|Lawrence|Beaver,42019|42073|42007
16046,Mars,PA,Pennsylvania,42019,Butler,Butler|Allegheny,42019|42003
16055,Sarver,PA,Pennsylvania,42019,Butler,Butler|Armstrong,42019|42005
16057,Slippery Rock,PA,Pennsylvania,42019,Butler,Butler|Lawrence|Mercer,42019|42073|42085
16059,Valencia,PA,Pennsylvania,42019,Butler,Butler|Allegheny,42019|42003
16063,Zelienople,PA,Pennsylvania,42019,Butler,Butler|Beaver,42019|42007
16066,Cranberry Township,PA,Pennsylvania,42019,Butler,Butler,42019
16101,New Castle,PA,Pennsylvania,42073,Lawrence,Lawrence,42073
16105,New Castle,PA,Pennsylvania,42073,Lawrence,Lawrence,42073
16117,Ellwood City,PA,Pennsylvania,42073,Lawrence,Lawrence|Beaver,42073|42007
16125,Greenville,PA,Pennsylvania,42085,Mercer,Mercer|Crawford,42085|42039
16127,Grove City,PA,Pennsylvania,42085,Mercer,Mercer|Venango|Lawrence|Butler,42085|42121|42073|42019
16137,Mercer,PA,Pennsylvania,42085,Mercer,Mercer,42085
16142,New Wilmington,PA,Pennsylvania,42085,Mercer,Mercer|Lawrence,42085|42073
16146,Sharon,PA,Pennsylvania,42085,Mercer,Mercer,42085
16148,Hermitage,PA,Pennsylvania,42085,Mercer,Mercer,42085
16150,Sharpsville,PA,Pennsylvania,42085,Mercer,Mercer,42085
16201,Kittanning,PA,Pennsylvania,42005,Armstrong,Armstrong,42005
16214,Clarion,PA,Pennsylvania,42031,Clarion,Clarion,42031
16226,Ford City,PA,Pennsylvania,42005,Armstrong,Armstrong,42005
16301,Oil City,PA,Pennsylvania,42121,Venango,Venango,42121
16314,Cochranton,PA,Pennsylvania,42039,Crawford,Crawford|Mercer|Venango,42039|42085|42121
16323,Franklin,PA,Pennsylvania,42121,Venango,Venango,42121
16335,Meadville,PA,Pennsylvania,42039,Crawford,Crawford,42039
16354,Titusville,PA,Pennsylvania,42121,Venango,Venango|Crawford|Warren,42121|42039|42123
16365,Warren,PA,Pennsylvania,42123,Warren,Warren,42123
16403,Cambridge Springs,PA,Pennsylvania,42039,Crawford,Crawford|Erie,42039|42049
16407,Corry,PA,Pennsylvania,42049,Erie,Erie|Warren|Crawford,42049|42123|42039
16412,Edinboro,PA,Pennsylvania,42049,Erie,Erie|Crawford,42049|42039
16415,Fairview,PA,Pennsylvania,42049,Erie,Erie,42049
16417,Girard,PA,Pennsylvania,42049,Erie,Erie,42049
16428,North East,PA,Pennsylvania,42049,Erie,Erie,42049
16438,Union City,PA,Pennsylvania,42049,Erie,Erie|Crawford,42049|42039
16441,Waterford,PA,Pennsylvania,42049,Erie,Erie|Crawford,42049|42039
16502,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16503,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16504,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16505,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16506,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16507,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16508,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16509,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16510,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16511,Erie,PA,Pennsylvania,42049,Erie,Erie,42049
16601,Altoona,PA,Pennsylvania,42013,Blair,Blair,42013
16602,Altoona,PA,Pennsylvania,42013,Blair,Blair,42013
16635,Duncansville,PA,Pennsylvania,42013,Blair,Blair,42013
16648,Hollidaysburg,PA,Pennsylvania,42013,Blair,Blair,42013
16651,Houtzdale,PA,Pennsylvania,42033,Clearfield,Clearfield,42033
16652,Huntingdon,PA,Pennsylvania,42061,Huntingdon,Huntingdon,42061
16662,Martinsburg,PA,Pennsylvania,42013,Blair,Blair|Bedford,42013|42009
16673,Roaring Spring,PA,Pennsylvania,42013,Blair,Blair|Bedford,42013|42009
16686,Tyrone,PA,Pennsylvania,42013,Blair,Blair|Huntingdon|Centre,42013|42061|42027
16701,Bradford,PA,Pennsylvania,42083,McKean,McKean|Warren,42083|42123
16735,Kane,PA,Pennsylvania,42083,McKean,McKean|Elk,42083|42047
16801,State College,PA,Pennsylvania,42027,Centre,Centre,42027
16802,University Park,PA,Pennsylvania,42027,Centre,Centre,42027
16803,State College,PA,Pennsylvania,42027,Centre,Centre,42027
16823,Bellefonte,PA,Pennsylvania,42027,Centre,Centre,42027
16827,Boalsburg,PA,Pennsylvania,42027,Centre,Centre,42027
16828,Centre Hall,PA,Pennsylvania,42027,Centre,Centre,42027
16830,Clearfield,PA,Pennsylvania,42033,Clearfield,Clearfield,42033
16833,Curwensville,PA,Pennsylvania,42033,Clearfield,Clearfield,42033
16841,Howard,PA,Pennsylvania,42027,Centre,Centre|Clinton,42027|42035
16866,Philipsburg,PA,Pennsylvania,42027,Centre,Centre|Clearfield,42027|42033
16870,Port Matilda,PA,Pennsylvania,42027,Centre,Centre,42027
16901,Wellsboro,PA,Pennsylvania,42117,Tioga,Tioga,42117
16915,Coudersport,PA,Pennsylvania,42105,Potter,Potter,42105
16933,Mansfield,PA,Pennsylvania,42117,Tioga,Tioga,42117
17003,Annville,PA,Pennsylvania,42075,Lebanon,Lebanon,42075
17004,Belleville,PA,Pennsylvania,42087,Mifflin,Mifflin,42087
17007,Boiling Springs,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17011,Camp Hill,PA,Pennsylvania,42041,Cumberland,Cumberland|York,42041|42133
17013,Carlisle,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17015,Carlisle,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17019,Dillsburg,PA,Pennsylvania,42133,York,York|Cumberland|Adams,42133|42041|42001
17020,Duncannon,PA,Pennsylvania,42099,Perry,Perry|Dauphin,42099|42043
17022,Elizabethtown,PA,Pennsylvania,42071,Lancaster,Lancaster|Dauphin,42071|42043
17025,Enola,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17032,Halifax,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17033,Hershey,PA,Pennsylvania,42043,Dauphin,Dauphin|Lebanon,42043|42075
17036,Hummelstown,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17038,Jonestown,PA,Pennsylvania,42075,Lebanon,Lebanon,42075
17042,Lebanon,PA,Pennsylvania,42075,Lebanon,Lebanon,42075
17043,Lemoyne,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17044,Lewistown,PA,Pennsylvania,42087,Mifflin,Mifflin,42087
17046,Lebanon,PA,Pennsylvania,42075,Lebanon,Lebanon,42075
17050,Mechanicsburg,PA,Pennsylvania,42041,Cumberland,Cumberland,42041
17053,Marysville,PA,Pennsylvania,42099,Perry,Perry|Cumberland,42099|42041
17055,Mechanicsburg,PA,Pennsylvania,42041,Cumberland,Cumberland|York,42041|42133
17057,Middletown,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17059,Mifflintown,PA,Pennsylvania,42067,Juniata,Juniata,42067
17061,Millersburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17066,Mount Union,PA,Pennsylvania,42061,Huntingdon,Huntingdon|Mifflin,42061|42087
17067,Myerstown,PA,Pennsylvania,42075,Lebanon,Lebanon|Berks,42075|42011
17070,New Cumberland,PA,Pennsylvania,42133,York,York|Cumberland,42133|42041
17073,Newmanstown,PA,Pennsylvania,42075,Lebanon,Lebanon|Lancaster,42075|42071
17074,Newport,PA,Pennsylvania,42099,Perry,Perry,42099
17078,Palmyra,PA,Pennsylvania,42075,Lebanon,Lebanon|Dauphin,42075|42043
17090,Shermans Dale,PA,Pennsylvania,42099,Perry,Perry,42099
17102,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17103,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17104,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17109,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17110,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin|Cumberland,42043|42041
17111,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17112,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17113,Harrisburg,PA,Pennsylvania,42043,Dauphin,Dauphin,42043
17201,Chambersburg,PA,Pennsylvania,42055,Franklin,Franklin,42055
17202,Chambersburg,PA,Pennsylvania,42055,Franklin,Franklin,42055
17222,Fayetteville,PA,Pennsylvania,42055,Franklin,Franklin|Adams,42055|42001
